file_name,page,status,text_length,section,title,chunk_count,note
AI_Computing_Grad_Info_Session_20260320.pdf,24,ok,496,admission,면접 평가 진행 방식 – 박사,1.0,
AI_Computing_Grad_Info_Session_20260320.pdf,25,ok,235,admission,면접 평가 진행 방식 – 박사 (전문연TO),1.0,
AI_Computing_Grad_Info_Session_20260320.pdf,26,ok,375,admission,석박통합과정 (재학생/학석박통합),1.0,
AI_Computing_Grad_Info_Session_20260320.pdf,27,ok,395,faculty,연구실 TO 및 매칭 – 박사 & 석사 과정,1.0,
AI_Computing_Grad_Info_Session_20260320.pdf,28,ok,606,admission,사전질의,1.0,
AI_Computing_Grad_Info_Session_20260320.pdf,29,ok,541,admission,사전질의,1.0,
AI_Computing_Grad_Info_Session_20260320.pdf,30,ok,167,vision,AI-Native Education for Future Leaders,1.0,
AI_Systems_Grad_Info_20260319.pdf,1,ok,82,vision,Architecting a New Paradigm for Future AI Infrastructure,1.0,
AI_Systems_Grad_Info_20260319.pdf,2,ok,14,research,왜 “AI 시스템”인가요?,1.0,
AI_Systems_Grad_Info_20260319.pdf,3,ok,201,general,"Software defines the Possibility, Hardware determines the Feasibility.",1.0,
AI_Systems_Grad_Info_20260319.pdf,4,ok,243,general,The Great Compute Crunch (컴퓨팅의 위기: 병목현상의 심화),1.0,
AI_Systems_Grad_Info_20260319.pdf,5,ok,344,general,새로운 골드러시: 곡괭이와 삽,1.0,
AI_Systems_Grad_Info_20260319.pdf,6,ok,86,research,What is an AI System? (AI 시스템의 범위),1.0,
AI_Systems_Grad_Info_20260319.pdf,7,ok,57,research,AI의 현재: 분절된 두 개의 세계,1.0,
AI_Systems_Grad_Info_20260319.pdf,8,ok,46,general,미래의 리더: HW/SW 코-디자인,1.0,
AI_Systems_Grad_Info_20260319.pdf,9,ok,21,research,“AI 시스템 학과”는 어떤 곳인가요?,1.0,
AI_Systems_Grad_Info_20260319.pdf,10,ok,79,vision,AI 대학 구성과 설립 목표,1.0,
AI_Systems_Grad_Info_20260319.pdf,11,ok,169,research,AI 시스템 학과 설립 목표,1.0,
AI_Systems_Grad_Info_20260319.pdf,12,ok,29,research,전세계에 증명된 KAIST의 뛰어난 AI 시스템 역량,1.0,
AI_Systems_Grad_Info_20260319.pdf,13,ok,572,faculty,권지민,1.0,
AI_Systems_Grad_Info_20260319.pdf,14,ok,146,faculty,겸임 교수진: 33 Experts Across Diverse Areas,1.0,
AI_Systems_Grad_Info_20260319.pdf,15,ok,203,faculty,Computer,1.0,
AI_Systems_Grad_Info_20260319.pdf,16,ok,13,research,주요 교육 및 연구 분야,1.0,
AI_Systems_Grad_Info_20260319.pdf,17,ok,238,general,AI Semiconductor Integrated Circuits,1.0,
AI_Systems_Grad_Info_20260319.pdf,18,ok,200,general,Architecture & Security,1.0,
AI_Systems_Grad_Info_20260319.pdf,19,ok,90,research,전략적 중요성 및 비전,1.0,
AI_Systems_Grad_Info_20260319.pdf,20,ok,26,general,무엇이 우리를 특별하게 하는가: 3대 핵심 전략,1.0,
AI_Systems_Grad_Info_20260319.pdf,21,ok,30,general,통합 교육: 하나의 언어로 말하는,1.0,
AI_Systems_Grad_Info_20260319.pdf,22,ok,26,general,"산업 연계: 이론이 가치로, 아이디어가 창업으로",1.0,
AI_Systems_Grad_Info_20260319.pdf,23,empty_or_too_short,6,,,,텍스트 레이어가 없거나 너무 짧음. 필요하면 OCR 검토.
AI_Systems_Grad_Info_20260319.pdf,24,ok,215,curriculum,18 32,1.0,
AI_Systems_Grad_Info_20260319.pdf,25,ok,244,curriculum,18 32,1.0,
AI_Systems_Grad_Info_20260319.pdf,26,ok,32,research,대학원 과정: 세상을 선도할 AI 시스템 연구의 최전선에서,1.0,
AI_Systems_Grad_Info_20260319.pdf,27,ok,19,admission,이번 “입시”는 어떻게 진행되나요?,1.0,
AI_Systems_Grad_Info_20260319.pdf,28,ok,243,admission,2026년 가을학기 AI 시스템 학과 대학원 모집 분야,1.0,
AI_Systems_Grad_Info_20260319.pdf,29,ok,324,admission,2026년 가을학기 AI 시스템 학과 대학원 모집 주요 일정,1.0,
AI_Systems_Grad_Info_20260319.pdf,30,ok,15,general,우리는 이런 인재를 찾습니다,1.0,
AI_Systems_Grad_Info_20260319.pdf,31,ok,136,research,"대한민국 최초, AI 시스템 교육의 시작",1.0,
KAIST AI & FUTURES STUDIES.pdf,1,ok,244,general,KAIST AI 대 학 · AI 미 래 학 과,1.0,
KAIST AI & FUTURES STUDIES.pdf,2,ok,190,general,UPCOMING EVENT,1.0,
KAIST AI & FUTURES STUDIES.pdf,3,ok,691,research,사 전 등 록 하기→,1.0,
KAIST AI & FUTURES STUDIES.pdf,4,ok,817,research,"AI 시 대의 법 · 규 제 체 계 를 설계 하고, 윤 리· 철 학 적 기 반 위에 책 임 있는 AI 원 칙 을 정 립 합니 다.",1.0,
KAIST AI & FUTURES STUDIES.pdf,5,ok,471,general,강 이 연,1.0,
KAIST AI & FUTURES STUDIES.pdf,6,ok,672,research,김창 익,1.0,
KAIST AI & FUTURES STUDIES.pdf,7,ok,622,general,양재 석,1.0,
KAIST AI & FUTURES STUDIES.pdf,8,ok,469,general,전주영,1.0,
KAIST AI & FUTURES STUDIES.pdf,9,ok,657,general,입 학 안내,1.0,
KAIST AI & FUTURES STUDIES.pdf,10,ok,777,curriculum,안내 사 항,1.0,
KAIST AI & FUTURES STUDIES.pdf,11,ok,404,general,재학 생 통 합 및 연 계 과정 : 원서 접 수 전 지 도 예 정 교 수 와 사 전 협 의 필 수 ( 원서에 1 명 입 력 ),1.0,
KAIST AI & FUTURES STUDIES.pdf,12,ok,156,general,3000-LEVEL,1.0,
KAIST AI & FUTURES STUDIES.pdf,13,ok,274,research,한 국 과 학 기 술 원 (KAIST),1.0,
KAIST AX (AI Transformation).pdf,1,ok,454,admission,대 학 원과정 입 학 안내,1.0,
KAIST AX (AI Transformation).pdf,2,ok,858,admission,과정 지 원 자 격,1.0,
KAIST AX (AI Transformation).pdf,3,ok,597,admission,교 수의 전공에 따,1.0,
KAIST AX (AI Transformation).pdf,4,ok,666,admission,구 분 지 원일정 접 수방 법,1.0,
KAIST AX (AI Transformation).pdf,5,ok,652,admission,구 분 지 원일정 접 수방 법,1.0,
KAIST AX (AI Transformation).pdf,6,ok,647,admission,AX,1.0,
